"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"40561319","IMG","BAMFURLONG SDGS JN - INCE MOSS JN (BAMFURLONG SIDINGS CURVE)(B109)","0.0018","0.0078","Site of Special Scientific Interest (SSSI)","INCE MOSS","","BAMFURLONG SIDINGS JN - INCE MOSS JN ROUTE. BRYN MARSH & INCE MOSS SSSI <BAMFURLONG TRIANGLE>.",""
"40539541","GSG","GRESTY LANE NO 1 - SALOP GOODS JN (SALOP LINES)","0.0027","0.0027","Authorised Walking Route","GRESTY LANE","All/Multiple Tracks","","O"
"40575958","AEG","ALLERTON E JN - GARSTON JN (SPEKE-EDGE HILL LINE)(S25)","0.0030","0.0030","Buried Foul Water Service","Allerton Junction","All/Multiple Tracks","Sewer laid by tje Liverpool Corp. Agmt: 9/11/60. MA12401 <also WJL3>. LP685. ","O"
"110151200","SBH1","HUYTON JN - ST HELENS STN JN (HUYTON-ST HELENS LINE)(H28)","0.0039","0.0137","Hazard-Tripping","LERPS IN 4FT HUYTON JUNCTION","Down Main/Fast","LERPS LATERAL END RESISTANCE PLATES FITTED IN THE 4FT OF THE UP AND DOWN ST HELENS. LATERAL END RESISTANCE PLATES FITTED AS PART OF DESIGN THEY WILL REQUIRE RELEASING FOR MTCE TAMPING WORKS AND ARE A TRIPPING HAZARD WHILST WALKING IN THE 4FT.","O"
"120012749","PJL","PARKSIDE JN - LOWTON JN (LOWTON CURVE)(L49)","0.0039","0.0781","Landfill Gases","Southworth Road/ Parkside Road, Golborne","All/Multiple Tracks","Tip of unknown wastes. The site closed in the 1960s. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"120016420","PJL","PARKSIDE JN - LOWTON JN (LOWTON CURVE)(L49)","0.0039","0.0806","Other Contamination","Mining Referral Layer","All/Multiple Tracks","Within Network Rail's Mining Referral area. 
Site is located in an area of known historic or current mining, and surface defects associated with mining may be present or develop over time.
If planned work includes anything which could be deemed 'qualifying construction work' under NR/L2/CIV/191/Mod 5, a Stage 1 Mining Report should be requested from Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40100109","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0040","0.1304","Restricted Clearance","Central Tunnel","","ALL","NP"
"40388012","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0040","6.0027","Third Rail Electrified","Not Applicable","","","NP"
"40641096","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0040","0.0528","Hazard Associated With Tunnel","NORTHERN LINE, UNDERGROUND","All/Multiple Tracks","WATER SEEPING THROUGH TUNNEL LINING IS FOUL. APPROPRIATE PPE MUST BE WORN & WASHING FACILITIES MUST BE AVAILABLE ON SITE.","O"
"40628050","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0040","1.0462","Warning SSOW Prohibited","LEEDS ST TUNNEL TO ST JAMES TUNNEL NO4","All/Multiple Tracks","THIS HAZARD IS A CONTINUATION OF RAR ASSET NO 40628049 ON HXS2.","O"
"40388009","HHJ","HOOTON JN - HELSBY JN (HOOTON - HELSBY LINE)(H21)","0.0048","3.1014","Third Rail Electrified","Not Applicable","","","NP"
"110151199","SBH1","HUYTON JN - ST HELENS STN JN (HUYTON-ST HELENS LINE)(H28)","0.0049","0.0120","Hazard-Tripping","LERPS IN 4FT HUYTON JUNCTION","Up Main/Fast","LERPS LATERAL END RESISTANCE PLATES FITTED IN THE 4FT OF THE UP AND DOWN ST HELENS. LATERAL END RESISTANCE PLATES FITTED AS PART OF DESIGN THEY WILL REQUIRE RELEASING FOR MTCE TAMPING WORKS AND ARE A TRIPPING HAZARD WHILST WALKING IN THE 4FT.","O"
"40493718","CVS","CHESTER SOUTH - CHESTER NORTH","0.0052","0.0052","Authorised Access Point - Vehicle","CHESTER SOUTH JCN","Rev Main/Fast","OSGR POPULATED FROM MARLIN - SITE SURVEY REQUIRED","O"
"40460064","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0052","0.0120","Authorised Walking Route","ALLERTON JN. S/BOX","","","O"
"40460077","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0052","0.0052","Authorised Access Point - Pedestrian","ALLERTON JN. S/BOX.  OFF SOUTHMEAD ROAD","","OSGR POPULATED FROM MARLIN","O"
"40388043","RDB","RUNCORN JN - ICI SALT WORKS-FOLLY LANE (DUKES DOCK BCH)(D20) (PART SIDINGS)","0.0055","0.0108","25Kv Overhead Electrification","Not Applicable","","","NP"
"40539544","GSG","GRESTY LANE NO 1 - SALOP GOODS JN (SALOP LINES)","0.0055","0.0055","Authorised Access Point - Vehicle","GRESTY ROAD DEPOT","Up Siding","OSGR POPULATED FROM MARLIN","O"
"110141887","MIR1","MANN ISLAND JN - MANN ISLAND JN (LIVERPOOL LOOP LINE)(?)","0.0070","0.0281","Gradient Greater Than 1 In 50","","All/Multiple Tracks","The Gradient at this location is 1 in 50 or greater. This MUST be considered in the planning and use of ON TRACK PLANT and HAND TROLLEYS.","O"
"40044162","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0081","0.0081","Asbestos Hazard","Allerton TMD","","pipe behind Main boiler","C"
"40044165","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0081","0.0081","Asbestos Hazard","Allerton TMD","","TMD","C"
"40044166","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0081","0.0081","Asbestos Hazard","Allerton TMD","","Boiler room","C"
"110148805","CVS","CHESTER SOUTH - CHESTER NORTH","0.0088","0.0088","Authorised Access Point - Road-Rail Machines","CHESTER NORTHGATE","All/Multiple Tracks","SITE SURVEY REQUIRED","O"
"120000923","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0088","0.0091","Warning SSOW Prohibited","Liverpool Central Platform 2 Crew Walkway","Down Main/Fast","- 3.2m long crew walkway at the Hunts Cross end.
Platform goes from HXS1 to HSX2.
///outer.closet.editor","U"
"120012311","NGJ","NEWTON LE WILLOWS JN - GOLBORNE JN (N.U.LINE)(N14)","0.0106","0.1141","Landfill Gases","Southworth Road/ Parkside Road, Golborne","All/Multiple Tracks","Tip of unknown wastes. The site closed in the 1960s. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110163491","DSE","EDGE HILL JN - MANCHESTER VICTORIA (L,POOL - MANCR EXCH LINE)(L18)","0.0123","0.0246","Gradient Greater Than 1 in 100","THE GRADIENT AT THIS LOCATION IS 1:100 >","All/Multiple Tracks","The gradient and risk mileage is 0.0123 to 5.0246. This MUST be considered in the planning for the Risk of Runaway.","NP"
"110137219","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0131","0.0131","Buried Service","HUNTS CROSS CHORD","All/Multiple Tracks","Low Pressure Fresh Water Pipe Supplying Allerton signal Box Crosses the Up & Dn Hunts Cross Chord Lines, approx 50mm diameter and 0.6m below head of rail.","O"
"40097234","WOA1","ARPLEY JN - WALTON OLD JN (WALTON/ARPLEY BCH)(W3)","0.0132","0.0132","Buried & Overhead Electric Cable","Warrington","All/Multiple Tracks","Slutchers Lane. not shown on LP667. ","C"
"40579061","WOA1","ARPLEY JN - WALTON OLD JN (WALTON/ARPLEY BCH)(W3)","0.0134","0.0220","Buried Water Main","Slutchers Lane","All/Multiple Tracks","Diameter: 8 Inches <> North West Water. Water mains laid by Warrington Corp. Agmt: 18/6/1936. MA 9143. From SDJ2 crosses tracks East of SLUTCHERS LANE. Turns West to cross SLUTCHERS LANE parallel to tracks, then turns South at 0m 188yds to follow lane. High mileage is at boundary 44yds from tracks. <Also SDJ2 Asset No. 40039380/WOA2>. LP 667. ","O"
"40582590","FJH","HALTON JN - FRODSHAM JN (FRODSHAM BCH)(F11)","0.0135","0.0144","Buried Electrical Cables","Halton Junction","All/Multiple Tracks","Elec. Cable laid by MANWEB. Agmt: 30/12/1960. <Also WJL1 Asset No. 40097984>. LP 670/668. ","O"
"110163495","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0140","0.0352","Gradient Greater Than 1 in 100","THE GRADIENT AT THIS LOCATION IS 1:100 >","All/Multiple Tracks","The gradient and risk mileage is 0.0140 to 0.0352. All Mersey NMP to be considered at risk. This MUST be considered in the planning for the Risk of Runaway.","NP"
"110162522","DEL","DELETED RECORDS","0.0140","0.0352","Gradient Greater Than 1 in 100","THE GRADIENT AT THIS LOCATION IS 1:100 >","All/Multiple Tracks","The Gradient at this location is 1 in 100 or greater. This MUST be considered in the planning and use of ON TRACK PLANT & HAND TROLLEYS.","NP"
"40575934","HXS1","L'POOL CENT - HUNTS CROSS W JN (MERSEY RLY/LINK/CLC)(M43/LINK/C30)","0.0143","0.0143","Buried Electrical Cables","Bridge 1","All/Multiple Tracks","Elec. Cable laid by MANWEB. Corres: 4344/60. LP 776. ","O"
"40573726","HOB2","HAYDOCK BRANCH JN - ASHTON IN MAKERFIELD (ST HELENS BCH)(S4)","0.0145","0.0145","Buried Foul Water Service","Haydock Branch Junction","All/Multiple Tracks","12"" diameter sewer laid by WM Cory Ltd. Grant: 1/2/1972. MA18375. LP682. ","O"
"40582591","FJH","HALTON JN - FRODSHAM JN (FRODSHAM BCH)(F11)","0.0145","0.0197","Buried & Overhead Electric Cable","Halton Junction","All/Multiple Tracks","Elec. Cable and Stay laid by Mersey Power Co. Agmt: 29/11/1932. Follows West side, turning to cross track at junction. <Also WJL1 Asset No. 40097983>. LP 670/668. ","O"
"40469984","WOA1","ARPLEY JN - WALTON OLD JN (WALTON/ARPLEY BCH)(W3)","0.0156","0.0156","Authorised Access Point - Pedestrian","SLUTCHERS LANE","Up Main/Fast"," ","O"
"40576526","SBH1","HUYTON JN - ST HELENS STN JN (HUYTON-ST HELENS LINE)(H28)","0.0156","0.0156","Buried Foul Water Service","Sawpit Lane","All/Multiple Tracks","12 inch sewer, 3 manholes and a lamphole laid by E.R.T.M. Seel. Agmt: 17/1/1896 MA No. 1677, as to 15 inch stoneware pipe surface water sewer superimposed over parts thereon. Agmt: Huyton with Roby U.D.C. 19/12/1935. MA No. 9046. <Also DSE>. LP 679. ","O"
"40579063","WOA1","ARPLEY JN - WALTON OLD JN (WALTON/ARPLEY BCH)(W3)","0.0164","0.0168","Buried Electrical Cables","Slutchers Lane","All/Multiple Tracks","Elec. Cable laid by MANWEB. Agmt: 14/1/1935. <Also WOA2>. LP 667. ","O"
"40579065","WOA1","ARPLEY JN - WALTON OLD JN (WALTON/ARPLEY BCH)(W3)","0.0164","0.0168","Buried Electrical Cables","Slutchers Lane","All/Multiple Tracks","Elec. Cable laid by MANWEB. Agmt: 25/4/1929. <Also WOA2>. LP 667. ","O"
"120011923","WDB3","BIDSTON DEE JN - DEE MARSH W JN (NORTH WALES-LIVERPOOL RLY)(N16)","0.0180","0.1235","Landfill Gases","Fender Lane, Bidston","All/Multiple Tracks","Land improvement and raising with demolition waste, hardcore and excavated materials.  A link road has been constructed through the middle of the site. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40039759","CRR1","CHESTER WEST JN - HOOTON JN (CHESTER-BIRKENHEAD RLY)(C17)","0.0196","0.0196","Buried Service","Chester - through Station Yard to Brook Lane","","Diameter: 18 Inches <> sS. CHESTER CORPORATION. *MILEAGE INCORRECT*","C"
"40387989","CRR1","CHESTER WEST JN - HOOTON JN (CHESTER-BIRKENHEAD RLY)(C17)","0.0196","7.1490","Third Rail Electrified","Not Applicable","","","NP"
"40387964","BDS","SEACOMBE JN - BIDSTON WEST JN (WEST KIRBY - SEACOMBE LINE)(W16) (SDGS ONLY)","0.0207","0.0860","Third Rail Electrified","Not Applicable","","","NP"
"40497298","WDB3","BIDSTON DEE JN - DEE MARSH W JN (NORTH WALES-LIVERPOOL RLY)(N16)","0.0208","3.0440","Site Contamination","NOT AVAILABLE","All/Multiple Tracks","ROAD/RAIL NOISE","O"
"40388060","WDB3","BIDSTON DEE JN - DEE MARSH W JN (NORTH WALES-LIVERPOOL RLY)(N16)","0.0208","0.0278","Third Rail Electrified","Not Applicable","","","NP"
"120014479","AFL","SEFTON JCN - METAL BOX SIDING (AINTREE FORK LINE)(A25)","0.0217","0.0729","Landfill Gases","Havelock Works, Park Lane, Bootle","All/Multiple Tracks","Tip of unknown wastes.  The licence allowed the deposit of waste paint and lacquers. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110151330","AHX","ALLERTON JN - HUNTS CROSS W JN (ALLERTON CONN.LINE)(A48)","0.0220","0.0220","Overhead Electrical Cables","Allerton TMD","All/Multiple Tracks","25KV feeder from ground and up structure leg of AH05-05 Dn chord side runs across boom to sealing end on arrival road side","O"
"120014274","RDB","RUNCORN JN - ICI SALT WORKS-FOLLY LANE (DUKES DOCK BCH)(D20) (PART SIDINGS)","0.0222","0.0271","Landfill Gases","Runcorn Docks","All/Multiple Tracks","Infill of old docks adjacent to the Manchester ship Canal with unknown wastes. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"110163492","DSE","EDGE HILL JN - MANCHESTER VICTORIA (L,POOL - MANCR EXCH LINE)(L18)","0.0246","0.0387","Gradient Greater Than 1 in 100","THE GRADIENT AT THIS LOCATION IS 1:100 >","All/Multiple Tracks","The gradient and risk mileage is 0.0387 to buffers at low mileage. This MUST be considered in the planning for the Risk of Runaway.","NP"
"40394353","SYC","SHREWSBURY CREWE JN - CREWE STH JN","0.0251","0.0251","Restricted Clearance","CREWE SOUTH JN","Up Main/Fast","""X"" Plate location Limited Clearance between Telephones and Adjacent Lines",""
"110149561","EWG","EDGE HILL JN - WATERLOO GOODS (WATERLOO GOODS BRANCH) (PART SIDINGS)(E4)","0.0268","0.0268","Authorised Access Point - Road-Rail Machines","TUEBROOK SIDINGS AP RR","Rev Siding","7 PANEL HOLDFAST RRAP ON SIDINGS","O"
"40429710","PJL","PARKSIDE JN - LOWTON JN (LOWTON CURVE)(L49)","0.0270","0.0270","Overhead Electrical Cables","Parkside Jn","All/Multiple Tracks","132kV x 6. not shown on LP601. ","O"
"120012771","RDB","RUNCORN JN - ICI SALT WORKS-FOLLY LANE (DUKES DOCK BCH)(D20) (PART SIDINGS)","0.0271","0.0416","Landfill Gases","Queensway, Runcorn","All/Multiple Tracks","Old tip of unknown wastes which is now buried under the road. 
Landfill gas present? Unknown 
Hazards associated with sites within 250m of known landfill include:
Hazardous gases
Leachate (hazardous liquids)
Contaminated soils 
Project sponsors shall request landfill information for all proposed construction projects (NR/L3/CIV/066 Clause 18).
Request form can be found on Technical Authority’s Mining Team Connect page: 
https://networkrail.sharepoint.com/sites/nrmyconnect-technicalauthority/SitePages/Mining.aspx
For further advice, contact nationalminingengineer@networkrail.co.uk","NP"
"40388008","HCN","HARTFORD CLC JN - HARTFORD JN","0.0283","0.0975","25Kv Overhead Electrification","Not Applicable","All/Multiple Tracks","","O"
"40567601","AFL","SEFTON JCN - METAL BOX SIDING (AINTREE FORK LINE)(A25)","0.0288","0.0305","Buried Gas Pipe","Aintree","All/Multiple Tracks","16inch gas main","O"
"40573903","NGJ","NEWTON LE WILLOWS JN - GOLBORNE JN (N.U.LINE)(N14)","0.0297","0.0334","Buried Electrical Cables","Warrington Road","All/Multiple Tracks","Elec cable laid by Newton-in-Makerfield UDC. Consent: 8/8/1932. LP601. ","O"
