"Hazard ID","ELR","ELR Name","Mileage  From","Mileage To","Hazard Description","Local Name","Track","Free Text","Operational Status Code"
"20152383","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Needles from Gas Supply Building",""
"20152384","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Underfoot Conditions Platforms, Car Parks",""
"20152385","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Hazardous Materails BT Police Buildings",""
"20152386","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Battery Acid in Room 101",""
"20152387","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Nesting Birds Ferensway Entrance",""
"20152388","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Ferensway Entrance etc.",""
"20152389","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Running Lines",""
"20152390","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Train Movements",""
"20152391","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Motor Vehicle Movements from Car Parks",""
"20152392","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Hull Station","","Contaminated Site - Other. Fragile Roof Canopy and Main Station",""
"20153358","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Relay Room","","Contaminated Site - Other. Underfoot Conditions Uneven trench covers and overgrown vegetation",""
"20153359","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Relay Room","","Contaminated Site - Other. Running Lines",""
"20153360","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Relay Room","","Contaminated Site - Other. Train Movements",""
"20153361","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Battery Room & Facilities","","Contaminated Site - Other. Battery Room",""
"20153362","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Battery Room & Facilities","","Contaminated Site - Other. Running Lines",""
"20153363","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Other Contamination","Selby South Battery Room & Facilities","","Contaminated Site - Other. Train Movements",""
"20154539","WBC","WEST BURTON (CEGB SIDINGS)","0.0000","0.1716","Other Contamination","","","EKO",""
"20155551","SEC","SELBY CANAL JN - SELBY WEST JN","0.0000","0.0726","CIMAH Site","Yorkshire Chemicals PLC, Specialist Products Div.","","CIMAH Site. Phenol and Meta Cresol",""
"20155553","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0792","CIMAH Site","Yorkshire Chemicals PLC, Specialist Products Div.","","CIMAH Site. Phenol and Meta Cresol",""
"20155815","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Selby South Junction Battery Room and Facilities","","High Pressure Water Pipeline.",""
"20155816","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Gas Pipe","Selby South Junction Battery Room and Facilities","","High Pressure Gas Pipeline.",""
"20156190","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station","","High Pressure Water Pipeline.",""
"20156191","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Gas Pipe","Hull Station","","High Pressure Gas Pipeline.",""
"20156192","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Foul Water Service","Hull Station","","Sewage.",""
"20156389","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Gas Pipe","Selby South Battery Room & Facilities","","High Pressure Gas Pipeline.",""
"20156390","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Selby South Battery Room & Facilities","","High Pressure Water Pipeline.",""
"20158683","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","Hull Paragon : Survey","","Drain pipe. RT Document: 72YAM117 Location: 8459. Contact the Records Centre for further information. 03 74347. ",""
"20158768","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","Hull Station Public Toilets: Improvements  Overlay","","Drain pipe. RT Document: 2289 /901/1: Location 14641. Contact the Records Centre for further information. 03 74347. ",""
"20158769","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station Travel Centre: Hot And Cold Water  Ge","","High Pressure Water Pipeline. RT Document: 0479 /920/A: Location 23111. Contact the Records Centre for further information. 03 74347. ",""
"20158770","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station Phone Info Bureau: Mains  Tank-Fed Co","","High Pressure Water Pipeline. RT Document: 2233 /904/: Location 61041. Contact the Records Centre for further information. 03 74347. ",""
"20158771","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station Public Toilets: Hot And Cold Water In","","High Pressure Water Pipeline. RT Document: 2289 /901/: Location 14671. Contact the Records Centre for further information. 03 74347. ",""
"20158772","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station Public Toilets: Hot And Cold Water  G","","High Pressure Water Pipeline. RT Document: 2289 /901/A: Location 14651. Contact the Records Centre for further information. 03 74347. ",""
"20158773","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","Hull Station: Men S Toilets  Hot Water","","High Pressure Water Pipeline. RT Document: 59 /YA /26: Location 6371. Contact the Records Centre for further information. 03 74347. ",""
"20158774","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","Hull Station: Oil Filling And Feed Lines  And New ","","Drain pipe. RT Document: 561069/ /: Location 19791. Contact the Records Centre for further information. 03 74347. ",""
"20160919","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","HULL PARAGON STATION","","Drain pipe. RT Document: PB6484.",""
"20160920","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","HULL PARAGON STATION","","Drain pipe. RT Document: PB6489.",""
"20160921","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Gas Pipe","HULL PARAGON STATION","","High Pressure Gas Pipeline. RT Document: PB6489.",""
"20160922","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Gas Pipe","HULL PARAGON STATION","","High Pressure Gas Pipeline. RT Document: PB6489.",""
"20160923","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","HULL PARAGON STATION WAITING ROOM","","Drain pipe. RT Document: PB6493.",""
"20160924","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Service","HULL PARAGON STATION WAITING SHED","","High Pressure Pipeline",""
"20160948","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","HULL PARAGON STATION AND ROYAL STATION HOTEL","","Drain pipe. RT Document: R91 F224.",""
"20160949","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Water Main","HULL PARAGON STATION AND ROYAL STATION HOTEL","","High Pressure Water Pipeline. RT Document: PB6477.",""
"20160950","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Foul Water Service","HULL PARAGON STATION AND ROYAL STATION HOTEL","","Sewage. RT Document: R91 F225.",""
"20160951","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Hazard Associated With Drain","HULL PARAGON STATION ","","Drain pipe. RT Document: PB6483.",""
"20163000","JMM","FERRYBRIDGE POWER STATION","0.0000","0.0036","Buried Service","","","High Pressure Pipleline",""
"20163333","CTL","CALDER BRIDGE JN TURNERS LANE JN","0.0000","0.0028","Buried Foul Water Service","","","Sewage. RT Document: RTP LP NO 321. EAST SIDE OF RAILWAY
 26032/0054 RT PROP MENTOR REF",""
"20163408","SMJ2","SWINTON JN TO MILFORD JN (DEARNE JCN TO BURTON SALMON PORTION)","0.0000","0.0000","Buried Water Main","","","High Pressure Water Pipeline. RT Document: RTP LP NO.565. M18034 OLD PROP MISC REF
 02948/0004 RTP MENTOR REF
 DOWN SLOPES ON EAST BRIDGE APPROACH WHICH FACE SOUTH PIPE AT ANGLE SLOPES",""
"20163992","CPM2","FORMER CUTSYKE JN - CASTLEFORD W JN","0.0000","0.0020","Buried Water Main","","","High Pressure Water Pipeline. RT Document: RTP LP NO.342. 04840/0013 RT PROP MENTOR REF
 TOP OF SOUTHERN EMBANKMENT",""
"20168599","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Selby South Junction Battery Room and Facilities","","Electricity Cable.",""
"20169100","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station","","Electricity Cable.",""
"20169101","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Service","Hull Station","","High Tension Cable. Telecom",""
"20169525","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Selby South Relay Room","","Electricity Cable.",""
"20169526","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Service","Selby South Relay Room","","High Tension Cable. Telecom",""
"20169527","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Selby South Battery Room & Facilities","","Electricity Cable.",""
"20169528","HUL3","SELBY SOUTH JN - AREA BDY MICKLEFIELD (3RD PART OF HULL - LEEDS)","0.0000","0.0000","Buried Service","Selby South Battery Room & Facilities","","High Tension Cable. Telecom",""
"20170896","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Red Star Parcels  Electrical Install","","Electricity Cable. RT Document: H1344 /E /55: Location 88021. Contact the Records Centre for further information. 03 74347. ",""
"20170897","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Wh Smith Bookshop: Electrical Instal","","Electricity Cable. RT Document: H1363 /E /60: Location 50931. Contact the Records Centre for further information. 03 74347. ",""
"20170898","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Additional Car Parking  Lighting Lay","","Electricity Cable. RT Document: H1471 /E /59: Location 50891. Contact the Records Centre for further information. 03 74347. ",""
"20170914","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply  Layout And Cable ","","Electricity Cable. RT Document: H/P /10 /25: Location 42451. Contact the Records Centre for further information. 03 74347. ",""
"20170915","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply  Layout And Cable ","","Electricity Cable. RT Document: H/P /10 /25: Location 42811. Contact the Records Centre for further information. 03 74347. ",""
"20170916","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply: Electrical Instal","","Electricity Cable. RT Document: H/P /10 /26: Location 42411. Contact the Records Centre for further information. 03 74347. ",""
"20170917","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply  Electrical Instal","","Electricity Cable. RT Document: H/P /10 /26: Location 42431. Contact the Records Centre for further information. 03 74347. ",""
"20170918","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply: Electrical Instal","","Electricity Cable. RT Document: H/P /10 /26: Location 42821. Contact the Records Centre for further information. 03 74347. ",""
"20170919","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply: Cabling Alteratio","","Electricity Cable. RT Document: H/P /10 /27: Location 42441. Contact the Records Centre for further information. 03 74347. ",""
"20170920","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply:  Assoc Cabling; P","","Electricity Cable. RT Document: H/P /10 /27: Location 42831. Contact the Records Centre for further information. 03 74347. ",""
"20170921","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Proposed Additional 415V And 850V Sh","","Electricity Cable. RT Document: H/P /10 /34: Location 2261. Contact the Records Centre for further information. 03 74347. ",""
"20170922","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Car Park And Gpo Barrow Way  Cable R","","Electricity Cable. RT Document: H/P /10 /5: Location 43341. Contact the Records Centre for further information. 03 74347. ",""
"20170923","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station  Phone Info Bureau: Electrical Instal","","Electricity Cable. RT Document: H1001 /E /42: Location 87921. Contact the Records Centre for further information. 03 74347. ",""
"20170924","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Public Toilet Facs  Electrical Insta","","Electricity Cable. RT Document: H1045 /E /43: Location 88071. Contact the Records Centre for further information. 03 74347. ",""
"20170925","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Public Toilet Facs: Electrical Insta","","Electricity Cable. RT Document: H1045 /E /43: Location 88921. Contact the Records Centre for further information. 03 74347. ",""
"20170926","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Staff Amenity Building Electrical In","","Electricity Cable. RT Document: H1100 /E /45: Location 2211. Contact the Records Centre for further information. 03 74347. ",""
"20170927","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Staff Amenity Building  1St Floor:  ","","Electricity Cable. RT Document: H1100 /E /46: Location 98611. Contact the Records Centre for further information. 03 74347. ",""
"20170928","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Staff Amenity Building Electrical In","","Electricity Cable. RT Document: H1100 /E /49: Location 2251. Contact the Records Centre for further information. 03 74347. ",""
"20170929","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: New Waiting Shelter Electrical Insta","","Electricity Cable. RT Document: H1130 /F /E: Location 2241. Contact the Records Centre for further information. 03 74347. ",""
"20170930","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Convert Public Car Park To Pay & Dis","","Electricity Cable. RT Document: H1256 /E /58: Location 100081. Contact the Records Centre for further information. 03 74347. ",""
"20170931","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Long Line Public Address System:  As","","Electricity Cable. RT Document: H1265 /E /4: Location 90181. Contact the Records Centre for further information. 03 74347. ",""
"20170932","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Concourse Improvements Electrical In","","Electricity Cable. RT Document: H1324 /E /57: Location 98551. Contact the Records Centre for further information. 03 74347. ",""
"20170936","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Electrical Installation","","Electricity Cable. RT Document: H/E /10 /1: Location 40581. Contact the Records Centre for further information. 03 74347. ",""
"20170937","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Electrical Installation","","Electricity Cable. RT Document: H/E /10 /1: Location 40651. Contact the Records Centre for further information. 03 74347. ",""
"20170938","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Gas Conversion  Electrical Installat","","Electricity Cable. RT Document: H/E /10 /17: Location 40801. Contact the Records Centre for further information. 03 74347. ",""
"20170939","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Awnings Demolition  Platforms 2-8: L","","Electricity Cable. RT Document: H/E /10 /19: Location 40811. Contact the Records Centre for further information. 03 74347. ",""
"20170940","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station  Red Star Parcels: Office No1  Os And","","Electricity Cable. RT Document: H/E /10 /20: Location 37361. Contact the Records Centre for further information. 03 74347. ",""
"20170941","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Bt Police Accom: Electrical Installa","","Electricity Cable. RT Document: H/E /10 /28: Location 37391. Contact the Records Centre for further information. 03 74347. ",""
"20170942","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station  Inspector S Office: Electrical Insta","","Electricity Cable. RT Document: H/E /10 /3: Location 41391. Contact the Records Centre for further information. 03 74347. ",""
"20170943","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Fire Act Precautions  Layout Of Emer","","Electricity Cable. RT Document: H/E /10 /30: Location 37401. Contact the Records Centre for further information. 03 74347. ",""
"20170944","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station Travel Centre: Lighting  Electrical I","","Electricity Cable. RT Document: H/E /10 /36: Location 37411. Contact the Records Centre for further information. 03 74347. ",""
"20170945","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station Travel Centre: Power: Electrical Inst","","Electricity Cable. RT Document: H/E /10 /37: Location 37421. Contact the Records Centre for further information. 03 74347. ",""
"20170946","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull                  Travel Centre: Site Plan Wit","","Electricity Cable. RT Document: H/E /10 /39: Location 37381. Contact the Records Centre for further information. 03 74347. ",""
"20170947","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: Passenger Info Display  Electrical I","","Electricity Cable. RT Document: H/E /10 /40: Location 40971. Contact the Records Centre for further information. 03 74347. ",""
"20170948","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station Travel Centre: Electrical Installatio","","Electricity Cable. RT Document: H/E/10/52 /: Location 18601. Contact the Records Centre for further information. 03 74347. ",""
"20170949","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station Travel Centre: Electrical Installatio","","Electricity Cable. RT Document: H/E/10/53 /: Location 18571. Contact the Records Centre for further information. 03 74347. ",""
"20170950","HUL1","HULL STATION - SELBY (1ST PART OF HULL - LEEDS)","0.0000","0.0000","Buried Electrical Cables","Hull Station: 415V Shore Supply  Civil Works And C","","Electricity Cable. RT Document: H/P /10 /22: Location 42481. Contact the Records Centre for further information. 03 74347. ",""
